   93.9999999910   54.9999999928    4.0000000000
   93.9999999982   58.9999999928    4.0000000000
   93.9999999982   58.9999999928    6.0000000000
   93.9999999910   54.9999999928    6.0000000000

   93.9999999910   54.9999999928    4.0000000000
   90.5359999946   56.9999999990    4.0000000000
   90.5359999946   56.9999999990    6.0000000000
   93.9999999910   54.9999999928    6.0000000000

   93.9999999910   54.9999999928    4.0000000000
   90.5359999874   52.9999999990    4.0000000000
   90.5359999874   52.9999999990    6.0000000000
   93.9999999910   54.9999999928    6.0000000000

   93.9999999910   54.9999999928    4.0000000000
   93.9999999838   50.9999999928    4.0000000000
   93.9999999838   50.9999999928    6.0000000000
   93.9999999910   54.9999999928    6.0000000000

   93.9999999910   54.9999999928    4.0000000000
   97.4639999874   52.9999999866    4.0000000000
   97.4639999874   52.9999999866    6.0000000000
   93.9999999910   54.9999999928    6.0000000000

   93.9999999910   54.9999999928    4.0000000000
   97.4639999946   56.9999999866    4.0000000000
   97.4639999946   56.9999999866    6.0000000000
   93.9999999910   54.9999999928    6.0000000000

   93.9999999910   54.9999999928    4.0000000000
   93.9999999982   58.9999999928    4.0000000000
   93.9999999982   58.9999999928    6.0000000000
   93.9999999910   54.9999999928    6.0000000000

